1 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.061000001
1 0 1 0 0 0 0 0 0 0.108 0.097999997 0.075000003 0.064000003
1 0 1 0 0 0 0 0 0 0.108 0.097999997 0.086000003 0.061000001
1 0 1 0 0 0 0 0 0 0.108 0.097999997 0.086000003 0.061000001
1 0 1 0 0 0 0 0 0 0.125 0.097999997 0.079000004 0.048999999
1 0 1 0 0 0 0 0 0 0.108 0.092 0.079000004 0.050000001
1 0 1 0 0 0 0 0 0 0.103 0.081 0.079000004 0.048999999
1 0 0 1 0 0 0 0 0 0.108 0.086000003 0.079000004 0.054000001
2 1 0 0 0 0 0 0 0 0.108 0.097999997 0.079000004 0.050000001
2 1 0 0 0 0 0 0 0 0.108 0.097999997 0.079000004 0.050000001
2 1 0 0 0 0 0 0 0 0.108 0.097999997 0.079000004 0.050000001
2 1 0 0 0 0 0 0 0 0.108 0.097999997 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.086000003 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.086000003 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.081 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.081 0.050000001
2 0 0 1 0 0 0 0 0 0.112 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.112 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.112 0.081 0.079000004 0.050000001
2 0 0 1 0 0 0 0 0 0.108 0.081 0.081 0.050000001
3 0 1 0 0 0 0 0 0 0.11 0.048999999 0.079000004 0.061000001
3 0 1 0 0 0 0 0 0 0.103 0.044 0.079000004 0.048999999
3 0 1 0 0 0 0 0 0 0.103 0.044 0.079000004 0.048999999
3 1 0 0 0 0 0 0 0 0.032000002 0.094999999 0.103 0.057999998
3 1 0 0 0 0 0 0 0 0.108 0.094999999 0.103 0.057999998
3 1 0 0 0 0 0 0 0 0.108 0.094999999 0.103 0.057999998
3 1 0 0 0 0 0 0 0 0.055 0.086000003 0.079000004 0.054000001
3 1 0 0 0 0 0 0 0 0.082999997 0.086000003 0.079000004 0.054000001
3 1 0 0 0 0 0 0 0 0.082999997 0.086000003 0.079000004 0.054000001
3 1 0 0 0 0 0 1 0 0.115 0.086000003 0.063000001 0.056000002
3 1 0 0 0 0 0 1 0 0.032000002 0.086000003 0.063000001 0.056000002
3 0 0 1 0 0 0 1 0 0.115 0.086000003 0.063000001 0.061000001
3 0 1 0 0 0 0 0 0 0.115 0.055 0.064000003 0.061000001
